,site_id_reported,project_id_reported,survival_rate_reported,species_planted_reported,trees_planted_reported,species_count_reported,planting_date_reported,country,geometry_reported,site_sqkm,description_reported,host_name,url,tree_cover_area_2000,tree_cover_area_2005,tree_cover_area_2010,tree_cover_area_2015,tree_cover_area_2020,intersecting_roads_count,total_road_length_km,built_area,cropland gain from trees,cropland loss to tree,permanent water,short vegetation after tree loss,Top_Three_NDVI_Months,loss_pre_5,loss_post_3,loss_post_5
,1658928733175,1658928733175,,,,,28/7/2022,"Texas 78737, United States","POLYGON ((30.136472 -97.9555704, 30.1360475 -97.9555678, 30.1360475 -97.9558387, 30.1356463 -97.9558403, 30.1353725 -97.9552995, 30.136421 -97.9553103, 30.1364448 -97.955435, 30.136472 -97.9555704))",0.42,"Juniper Forest is a mixed forest consisting primarily of Juniperus ashei, Ulmus crassifolia, Diospyros texana, and Sophora secundiflora. The soil is rocky, and the climate is humid sub-tropical. The ash juniper are relatively old, with some trees recorded to be over 100 years old. This project is a small forest conservation project with only minimal human intervention intended.
",Open Forest protocol,https://atlas.openforestprotocol.org,0.003921046553,0.003921046553,0.003921046553,0.003921046553,0.003921046553,0,0,8.239215686,0,0,0,0,"[7, 8, 6]",,,
,1661949769192,1661949769192,,,,,31/8/2022,"Tamil Nadu, India","POLYGON ((12.90351 79.4147657, 12.9028381 79.4147415, 12.9028211 79.4150232, 12.9035427 79.4151144, 12.90351 79.4147657))",0.265,Hybrid Miyawaki forest,Open Forest protocol,https://atlas.openforestprotocol.org,0,0,0,0,0,0,0,0,0,0,0,0,"[9, 10, 4]",,,
,1662665088823,1662665088823,,,,,8/9/2022,"Petén, Guatemala","POLYGON ((16.3655423222412 -89.5362508149241, 16.3602751117014 -89.5350081672492, 16.3604506221322 -89.5349090872583, 16.360509125574 -89.5348252503425, 16.3605237514323 -89.5346347118982, 16.3604579350632 -89.5345661180579, 16.3604213704047 -89.5345127672937, 16.3603774928057 -89.5343908226892, 16.3603482410672 -89.5342612565466, 16.3603482410672 -89.534108825791, 16.3604506221322 -89.5338954227331, 16.360501812645 -89.5337963427422, 16.3605237514323 -89.5337125058263, 16.3606334453295 -89.5335524535332, 16.3606919487166 -89.533514345844, 16.3608016425203 -89.533514345844, 16.3608674587725 -89.5334991027684, 16.3608674587725 -89.5333314289372, 16.3608162683566 -89.5331104043418, 16.3607358262459 -89.5329732166617, 16.3606553841019 -89.5328284074436, 16.3605310643605 -89.5327293274527, 16.3603482410672 -89.5326988413016, 16.3602458599476 -89.5327521920658, 16.3601361658315 -89.5328055428305, 16.3600264716548 -89.5328588935947, 16.3598582737959 -89.5328207859061, 16.3598070831144 -89.5327674351414, 16.3597193276293 -89.5327217059147, 16.3596023202546 -89.5327064628391, 16.3594560609375 -89.5327521920658, 16.3594414350003 -89.5328131643681, 16.3593756182662 -89.5328588935947, 16.3593390534049 -89.5330037028128, 16.3594048701504 -89.5331561335685, 16.3594194960914 -89.533270456635, 16.3594779998423 -89.5334381304662, 16.3596315721048 -89.533514345844, 16.3597339535467 -89.5336667765996, 16.3598143960694 -89.5337429919774, 16.3594779998423 -89.5348557364936, 16.3593024885369 -89.5347947641913, 16.3586589457335 -89.5339487734978, 16.3598363349339 -89.5295130385087, 16.3615436282976 -89.531034567222, 16.3625773692326 -89.5300932827202, 16.3632411368904 -89.5294922215324, 16.366092047582 -89.5304675283655, 16.3657220844246 -89.5309438410049, 16.3654174083563 -89.5314428351986, 16.3652650701438 -89.5321459633806, 16.3650909691839 -89.5324861866945, 16.3640681231111 -89.5325542313573, 16.3648406986483 -89.5337109906245, 16.3645795467245 -89.5339718284985, 16.3624794366926 -89.5319758517237, 16.3617830213011 -89.5324861866945, 16.3635470066348 -89.5338300687845, 16.363242327196 -89.5345445377436, 16.3636449385809 -89.535009509606, 16.3655818173362 -89.5359281125535, 16.3655423222412 -89.5362508149241))",30.746,"We have developed and implemented a decentralized citizen participation impact investment model that makes land restoration economically feasible and viable.  
 
In the year 2000, enrichment plantations of fishtail xate (Chamaedorea ernesti-augusti) were carried out using forest succession processes.   We started by restoring the existing forest canopy on our 49 HA site consisting of 17 HA for preservation.   

From this work, we achieved proof of concept that our cultivated tropical hardwoods can reach maturity and commercial grade within 18 years.  In 2017 we restored the remaining area by planting a combination of high-value, tropical hardwood species.

The Las Azucenas tropical hardwood cultivation has a surface area of ​​31.00 hectares (ha). ",Open Forest protocol,https://atlas.openforestprotocol.org,0.2677440106,0.2665093154,0.2677440106,0.2677440106,0.2604480847,0,0,160.4941176,0,0,0,0.02404325665,"[9, 1, 6]",,,
,1659544487696,1659544487696,,,,,7/10/2022,"Petén, Guatemala","POLYGON ((16.922236 -89.528162, 16.9305151 -89.5273918, 16.929728 -89.531951, 16.926116 -89.532078, 16.926165 -89.531682, 16.926786 -89.531062, 16.926777 -89.53002, 16.925124 -89.530116, 16.923977 -89.530519, 16.922093 -89.529838, 16.922877 -89.528897, 16.922236 -89.528162))",29.46,"Once a tropical forest landscape, this zone has experienced 80% deforestation in 20 years for conversion to cattle ranching and monocultures. Xibalba is divided into two projects, a 24 ha secondary forest that is naturally regenerating under conservation management and a 31 ha former cattle pasture that is in the process of reforestation. Since our beginning in 2020, over 20,000 native trees have been planted in the Xibalba Reforestation Project and a diverse range of restoration practices and techniques have been trialed. Our biodiverse mix of species was chosen to support wildlife habitat regeneration (particularly for Jaguars), to lockdown carbon, and to strengthen economic resilience by providing a wide range of products. Our field team is made up of members of the local community with extensive forest experience and we work closely with a range of local stakeholders. ",Open Forest protocol,https://atlas.openforestprotocol.org,0.1668416213,0.1676995861,0.1763551799,0.1763551799,0.1763551799,0,0,0,0,0,0,0.002988335001,"[1, 9, 6]",,,
,1666283548190,1666283548190,,,,,20/10/2022,"1081 Montpreveyres, Switzerland","POLYGON ((46.578252 6.7209157, 46.5779847 6.7210337, 46.5780363 6.721487, 46.5780898 6.7215219, 46.5780916 6.7218223, 46.5781875 6.7217793, 46.578252 6.7209157))",0.126,"This project is located in the Jorat, a region affected by repeated droughts and the bark beetle that attacks weakened spruce trees. 
On this plot, the spruce trees affected by the bark beetle had to be felled. We have therefore replanted species that are adapted to climate change and resistant to drought, such as larches and lindens.
Linden trees will bring bees and insects to this forest. ",Open Forest protocol,https://atlas.openforestprotocol.org,0.000027,0.000027,0.000027,0.000027,0.000027,0,0,0,0,0,0,0,"[6, 7, 8]",,,
,1666774017160,1666774017160,,,,,26/10/2022,"Scotland, United Kingdom","POLYGON ((56.5145617015647 -4.52660306194658, 56.5143820432588 -4.52654983939044, 56.513091353247 -4.52482410338601, 56.5125144371202 -4.52336262245977, 56.5120317313926 -4.52173493512672, 56.5116145625514 -4.51915188348703, 56.5109773463414 -4.51718996727935, 56.5116249103238 -4.51575739293876, 56.5134242734637 -4.51774185579058, 56.5142511991326 -4.51810385395441, 56.5150764308264 -4.51960107581368, 56.5154635188121 -4.5203573555337, 56.5162124290221 -4.52259227474674, 56.515852763676 -4.52263495473499, 56.5145939894407 -4.52545021091473, 56.514502279819 -4.52648802133509, 56.5145617015647 -4.52660306194658))",18.474,"The reforestation project took its name from the Forest of Mamlorn, the ancient hunting forest that straddled Glen Lochay. The restoration project took off in 2010 establishing 522ha of new native woodland and 800,000 native trees.

The forestry is subdivided into twelve compartments (soon 16) straddling the walls of the glen, allowing the trees to grow free from grazing pressure. This lays the foundations for a forested landscape, the likes of which have not been seen in this glen for generations. 
This new woodland creates a mass of fresh habitat whose protection attracts fungi, insects and wildlife. And as the forests grow, so they will be colonised by these species. This woodland is not only visually pleasing, it creates the conditions for wildlife to flourish, improving the soil, absorbing rainfall, all while sequestering atmospheric carbon.

Compartment 3A is one of the 12 compartments mentioned above and is used for this pilot with OFP.",Open Forest protocol,https://atlas.openforestprotocol.org,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 9, 5]",,,
,1660749236393,1660749236393,,,,,13/11/2022,"Setúbal, Portugal","POLYGON ((38.0046838 -8.560035, 38.004707 -8.5597265, 38.0047979 -8.559512, 38.0048909 -8.5595602, 38.0049437 -8.5594047, 38.004893 -8.5593296, 38.0049902 -8.5590694, 38.0051107 -8.5592223, 38.0052206 -8.5591525, 38.0053538 -8.5588334, 38.0054066 -8.5588495, 38.0053347 -8.5593698, 38.0055419 -8.5593939, 38.0055271 -8.5596219, 38.0050727 -8.5599116, 38.0046838 -8.560035))",0.47,"Traditional Dream Factory is operating as a DAO, organized in a sociocratic manner with circles for each of our core areas of focus: permaculture, architecture & construction, legal & tokenization, community and coordination.

Over last winter we planted about 1800 trees, reforesting some of the uncovered land as well as starting our food forest which we are expanding this winter (2022). We planted ~1000 trees from seed in the fall that we will be adding to our forest to enhance it's biodiversity and create a wholistic food production system that can sustain life.",Open Forest protocol,https://atlas.openforestprotocol.org,0,0,0,0,0,0,0,0,0,0,0,0,"[1, 2, 3]",,,
,1667836366215,1667836366215,,,,,14/11/2022,"Pwani, Tanzania","POLYGON ((-6.23827797220834 38.607014205001, -6.25632293311897 38.6076159540095, -6.26090884606633 38.607014205001, -6.2637999444037 38.6069139134998, -6.26619256540178 38.6079168285146, -6.2689839427002 38.6087191605271, -6.27217406989043 38.6104241160517, -6.27217406989043 38.6117279055716, -6.26699010329641 38.61493723362, -6.26629225770498 38.6164416061421, -6.26559441118101 38.6204532662014, -6.26389963716397 38.62105501521, -6.26240424375661 38.6201523916979, -6.26120792594679 38.6212555982139, -6.26130761920197 38.624063760256, -6.26230455071078 38.6263704647907, -6.26290270870165 38.6277745458118, -6.26469717856355 38.6294795013363, -6.26659133450185 38.6320870803761, -6.26888425091059 38.6328894123871, -6.27097777448124 38.6323879548796, -6.27187499629565 38.6312847483637, -6.27396850785699 38.6306829993551, -6.27396850785699 38.629278918334, -6.27307128964596 38.6285768778227, -6.27187499629565 38.629278918334, -6.27127684859143 38.6283762948203, -6.27187499629565 38.6273733798055, -6.27396850785699 38.6275739628079, -6.27586263011833 38.6273733798055, -6.27785643558518 38.6271727968016, -6.27985023342013 38.6283762948203, -6.2816446449429 38.6297803758414, -6.28204340221944 38.6312847483637, -6.28134557678541 38.6330899953909, -6.27925209487096 38.6335914528983, -6.27705891431437 38.6336917443995, -6.27506510579521 38.6334911613972, -6.27466634317544 38.6342934934081, -6.27506510579521 38.6368007809467, -6.27546386810899 38.6391074854799, -6.27566324915179 38.6412136070122, -6.27337036255436 38.6427179795344, -6.27366943529188 38.6440217690543, -6.27526448698981 38.6453255585726, -6.27337036255436 38.6466293480925, -6.27207437871148 38.648534886621, -6.27077839164602 38.6488357611262, -6.26948240136009 38.6491366356296, -6.268585175429 38.6499389676421, -6.27037962574764 38.653449170194, -6.27037962574764 38.6571599557497, -6.27237345219183 38.658965202777, -6.26888425091059 38.6598678262907, -6.26549471874371 38.6610713243077, -6.2637999444037 38.6620742393242, -6.26170639203393 38.6617733648191, -6.26080915273425 38.663077154339, -6.26080915273425 38.6640800693538, -6.26160669885488 38.6653838588737, -6.26310209454657 38.6653838588737, -6.26499625627383 38.6675902719056, -6.26090884606633 38.670498725449, -6.26041037921799 38.6718025149689, -6.26100853937861 38.6745103855098, -6.26130761920197 38.675713883527, -6.25981221837152 38.6764159240383, -6.25891497581786 38.6761150495332, -6.25801773172402 38.6732065959899, -6.25662201562555 38.673006012986, -6.25622323891257 38.6751121345184, -6.255525378933 38.6767167985418, -6.25791803784018 38.6787226285715, -6.25811742558805 38.6810293331062, -6.25642262730712 38.683436329142, -6.25652232147549 38.685040993167, -6.25562507327253 38.6860439081818, -6.24515706382562 38.6860439081818, -6.22292431182345 38.6773185475519, -6.21873687199182 38.6684928954193, -6.22242580883102 38.6334911613972, -6.2240210167425 38.6337920359007, -6.22441981796376 38.6329897038898, -6.22521741949734 38.6336917443995, -6.22571591984087 38.6325885378835, -6.22780961611711 38.6320870803761, -6.22880661140944 38.6337920359007, -6.23199698362005 38.6327891208859, -6.23438975004758 38.6324882463808, -6.23608461966266 38.631485331366, -6.23748039052644 38.6297803758414, -6.23827797220834 38.607014205001))",3809.074,"Kisampa Conservancy is a community-owned, privately-managed natural habitat and wildlife preservation project on the southern boundary of the Saadani National Park in coastal Tanzania, East Africa.
The area is made up of old-growth riparian forest, open woodland, oxbow lakes and wetlands, seasonal grassland floodplains and savannah thickets. This unique ecosystem is habitat to an extensive and varied number of wildlife that pass through Kisampa. Both are ecologically vulnerable to unsustainable exploitation for charcoal cutting, timber logging, wildlife poaching, overfishing and environmental damage as a result of the incursion of uncontrolled pastoral cattle, goat and sheep herders.",Open Forest protocol,https://atlas.openforestprotocol.org,20.75644245,20.80682846,20.77727966,20.52032139,20.5983203,0,0,493.5803922,0,0,0,0.7305336327,"[5, 6, 12]",,,
,1668710944078,1668710944078,,,,,17/11/2022,"Lisbon, Portugal","POLYGON ((38.743512 -9.123626, 38.743897 -9.123373, 38.7439364 -9.1235688, 38.7439624 -9.1236962, 38.7439968 -9.1238236, 38.74413 -9.124242, 38.743931 -9.124407, 38.743512 -9.123626))",0.288,"We create miniature forests. Our dedicated team of thirty core volunteers from 15 different countries transforms vacant, undesirable lots around the city into Fast Forests®. These compact green spaces sustain thousands of native plants, provide habitats for critical species, and act as community hubs for eco-education, art, and special events. 
Utilizing mindful, Miyawaki-inspired principles, our biologists and forest designers carefully choose suitable plants and plot strategic layouts to ensure the best chance of viability while maximizing environmental benefits. Volunteers plant, maintain, and monitor growth. Each bio-diverse Fast Forest® is fully sustainable within three years and absorbs 265% more carbon than traditional reforesting methods.",Open Forest protocol,https://atlas.openforestprotocol.org,0,0,0,0,0,0,0,23.85882353,0,0,0,0,"[2, 1, 4]",,,
,1669222736006,1669222736006,,,,,24/11/2022,"Širvintos, Lithuania","POLYGON ((54.9370894 24.7063104, 54.9390617 24.7081128, 54.9394623 24.7081343, 54.9395856 24.7077052, 54.9411263 24.7079412, 54.9414961 24.7068469, 54.9412003 24.7066108, 54.9408305 24.7056882, 54.9401526 24.7063319, 54.9386241 24.7062782, 54.9378475 24.7063051, 54.9374716 24.7063185, 54.9370894 24.7063104))",3.982,Our organisation develops small scale forest afforestation projects across Baltic states. Current project - Padvariai is 4 ha in size and since it has very wet landscape - Black alders were a perfect match here. We also saved all of local natural habitat of birds and other species.  In total we planted around 11000 saplings.,Open Forest protocol,https://atlas.openforestprotocol.org,0.005509104174,0.005509104174,0.005509104174,0.005509104174,0.005509104174,0,0,0,0,0,0,0,"[6, 9, 5]",,,
